"Annot_Gene"	"Annot_Christoforou_UniprotGO_overlap3"	"HPA.main.location"	"HPA.Other.loc"	"HPA.Reliability"	"Gene.ontology.cellular.component"	"Uniprot.Subcellular.location"	"overlap"	"clusters"	"assigned_location_Christoforou_UniprotGO_overlap3"	"precision_assigned_location_Christoforou_UniprotGO_overlap3"	"data_Gene"	"data_non_NUM_space"	"data_Christoforou_126"	"data_Christoforou_127N"	"data_Christoforou_127C"	"data_Christoforou_128N"	"data_Christoforou_128C"	"data_Christoforou_129N"	"data_Christoforou_129C"	"data_Christoforou_130N"	"data_Christoforou_131"	"data_Christoforou_130C"	"data_non_NUM_space.1"	"data_Rodriguez_Pineiro_1"	"data_Rodriguez_Pineiro_2"	"data_Rodriguez_Pineiro_3"	"data_Rodriguez_Pineiro_4"	"data_Rodriguez_Pineiro_5"	"data_Rodriguez_Pineiro_6"	"data_Rodriguez_Pineiro_7"	"data_Rodriguez_Pineiro_8"	"data_Rodriguez_Pineiro_9"	"data_Rodriguez_Pineiro_10"	"data_Rodriguez_Pineiro_11"	"data_X"	"data_Cyt.Andreyev"	"data_Nucl.Andreyev"	"data_Microsomes.Andreyev"	"data_PM.Andreyev"	"data_ER.Andreyev"	"data_Mito.Andreyev"	"data_X.1"	"data_Cyt.Carvalho"	"data_Nucl.Carvalho"	"data_Mit.Carvalho"	"data_X.2"	"data_Cyt.Boisvert"	"data_Nucl.Boisvert"	"data_Nucleolus.Boisvert"	"data_X.3"	"data_Cyt.Pinto"	"data_Nucl.Pinto"	"data_Tot.Pinto"	"data_X.4"	"data_Cyt.Choi"	"data_Nucl.Choi"	"data_Pellet.Choi"	"data_Nucl.soluble.Choi"	"data_X.5"	"data_Cyt.Mulvey"	"data_Nucl.Mulvey"	"data_Total.Mulvey"	"data_X.6"	"data_cyt.Bileck"	"data_Nucl.Bileck"	"data_X.7"	"data_Cyt.Thakar"	"data_Nucl.Thakar"	"data_TOT.Thakar"	"data_X.8"	"data_Cyt.Larance"	"data_Nucleus.Larance"	"data_Cytoskeleton.Larance"	"data_Membrane.Larance"
"PTCD1"	"MITOCHONDRION"	NA	NA	NA	"mitochondrial matrix; mitochondrion"	" Mitochondrion {ECO:0000269|PubMed:19651879 ECO:0000269|PubMed:21857155} Mitochondrion matrix {ECO:0000250}"	"overlaps 5"	119	"MITOCHONDRION"	1	"PTCD1"	"-"	1	4	1	1	1	12	80	50	50	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	58	1	1	54	88	NA	1	1	1	NA	17	77	6	NA	1	1	1	NA	1	100	1	1	NA	1	1	1	NA	1	1	NA	1	100	1	NA	1	1	1	1
"TXN2"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"dendrite; mitochondrial matrix; mitochondrion; neuronal cell body; nucleolus"	" Mitochondrion {ECO:0000269|PubMed:12032145 ECO:0000269|PubMed:12080052}"	"overlaps 8"	119	"MITOCHONDRION"	1	"TXN2"	"-"	1	1	1	1	4	20	80	48	42	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	12	1	1	132	56	NA	1	93	7	NA	13	64	23	NA	12	21	68	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	100	NA	1	1	1	99
"COX7C"	"MITOCHONDRION"	NA	NA	NA	"integral component of membrane; mitochondrial inner membrane; mitochondrion"	" Mitochondrion inner membrane {ECO:0000250}"	"overlaps 5"	131	"MITOCHONDRION"	1	"COX7C"	"-"	1	1	1	1	4	14	66	46	44	18	"-"	1	1	1	1	1	1	18	56	1	88	38	NA	1	1	1	1	1	1	NA	1	1	1	NA	7	68	24	NA	1	1	100	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	92	8	NA	1	1	1	1
"RMND1"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"mitochondrion"	" Mitochondrion {ECO:0000269|PubMed:23022098 ECO:0000269|PubMed:23022099}"	"overlaps 7"	131	"MITOCHONDRION"	1	"RMND1"	"-"	1	4	1	1	4	22	68	44	40	18	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	17	83	NA	40	29	31	NA	1	1	100	NA	1	1	1	1	NA	1	1	1	NA	57	43	NA	1	11	89	NA	1	18	28	54
"TMEM186"	"MITOCHONDRION"	"Cell Junctions"	NA	"Uncertain"	"integral component of membrane; mitochondrion"	" Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}"	"overlaps 3"	131	"MITOCHONDRION"	1	"TMEM186"	"-"	1	1	1	1	4	20	66	46	42	20	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	100	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	50	50	1	NA	1	1	1	1
"LACTB"	"MITOCHONDRION"	"Mitochondria"	"Cytoplasm"	"Supportive"	"cytoplasm; mitochondrion"	" Mitochondrion {ECO:0000269|PubMed:11551941 ECO:0000269|PubMed:19858488}"	"overlaps 9"	136	"MITOCHONDRION"	1	"LACTB"	"-"	1	1	1	1	6	22	62	44	54	10	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	69	30	NA	1	64	33	NA	1	100	1	NA	1	72	1	28	NA	1	62	38	NA	16	84	NA	1	100	1	NA	1	41	26	33
"MOCS1"	"MITOCHONDRION"	NA	NA	NA	"cytosol; molybdopterin synthase complex; nucleus"	NA	"overlaps 1"	136	"MITOCHONDRION"	1	"MOCS1"	"-"	1	4	4	1	6	22	60	42	54	6	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"MRPS36"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"mitochondrial small ribosomal subunit; mitochondrion"	" Mitochondrion"	"overlaps 8"	136	"MITOCHONDRION"	1	"MRPS36"	"-"	1	6	1	1	4	20	62	46	50	6	"-"	1	1	1	1	1	1	1	56	1	84	60	NA	1	52	1	1	46	102	NA	1	1	1	NA	59	29	13	NA	1	1	100	NA	1	1	1	1	NA	1	1	1	NA	91	9	NA	1	1	100	NA	3	1	1	96
"AMT"	"MITOCHONDRION"	NA	NA	NA	"mitochondrion"	" Mitochondrion"	"overlaps 1"	160	"MITOCHONDRION"	1	"AMT"	"-"	1	6	6	1	8	18	38	56	56	8	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"PDHX"	"MITOCHONDRION"	"Nucleus;Plasma membrane"	"Mitochondria"	"Uncertain"	"mitochondrial matrix"	" Mitochondrion matrix"	"overlaps 9"	160	"MITOCHONDRION"	1	"PDHX"	"-"	1	4	6	4	8	20	42	56	56	8	"-"	1	1	1	1	1	1	10	32	112	1	46	NA	1	12	16	64	48	60	NA	12	38	50	NA	5	79	16	NA	1	1	100	NA	1	1	1	1	NA	1	1	1	NA	98	2	NA	1	23	77	NA	1	8	9	83
"RPUSD3"	"MITOCHONDRION"	NA	NA	NA	NA	NA	"overlaps 3"	160	"MITOCHONDRION"	1	"RPUSD3"	"-"	1	4	4	4	6	18	42	56	56	10	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	100	NA	58	29	14	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"ACP6"	"MITOCHONDRION"	NA	NA	NA	"cytoplasm; mitochondrion"	" Mitochondrion {ECO:0000269|PubMed:10506173}"	"overlaps 3"	192	"MITOCHONDRION"	1	"ACP6"	"-"	10	6	6	1	6	18	48	54	46	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	20	1	1	80	100	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	79	21	NA	1	1	1	NA	1	1	1	1
"DIABLO"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"CD40 receptor complex; cytoplasmic side of plasma membrane; cytosol; mitochondrial intermembrane space; mitochondrion"	" Mitochondrion {ECO:0000269|PubMed:14523016} Note=Released into the cytosol when cells undergo apoptosis"	"overlaps 10"	192	"MITOCHONDRION"	1	"DIABLO"	"-"	10	4	6	4	6	16	50	56	44	4	"-"	1	1	1	1	1	1	1	1	1	180	20	NA	1	1	1	1	1	1	NA	22	54	25	NA	21	64	15	NA	56	13	31	NA	100	1	1	1	NA	25	9	66	NA	94	6	NA	1	11	89	NA	1	2	23	75
"PRDX5"	"MITOCHONDRION"	"Cytoplasm;Mitochondria"	NA	"Supportive"	"cytoplasm; cytoplasmic vesicle; cytosol; extracellular space; extracellular vesicular exosome; intracellular membrane-bounded organelle; mitochondrial matrix; mitochondrion; nucleus; perinuclear region of cytoplasm; peroxisomal matrix; peroxisome"	" Isoform Mitochondrial: Mitochondrion;  Isoform Cytoplasmic+peroxisomal: Cytoplasm Peroxisome"	"overlaps 11"	192	"MITOCHONDRION"	1	"PRDX5"	"-"	10	6	6	1	8	18	48	52	48	1	"-"	36	12	1	1	10	18	16	26	1	48	32	NA	10	18	6	8	30	128	NA	79	9	12	NA	70	26	3	NA	8	6	86	NA	100	1	1	1	NA	30	5	65	NA	98	2	NA	81	1	18	NA	40	3	4	54
"FDX1L"	"MITOCHONDRION"	NA	NA	NA	"mitochondrial matrix"	" Mitochondrion {ECO:0000269|PubMed:20547883} Mitochondrion matrix {ECO:0000250}"	"overlaps 3"	268	"MITOCHONDRION"	1	"FDX1L"	"-"	26	8	8	10	10	10	22	48	36	22	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	100	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	100
"MPC1"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"integral component of membrane; mitochondrial inner membrane; mitochondrion"	" Mitochondrion inner membrane {ECO:0000269|PubMed:22628558}; Multi-pass membrane protein {ECO:0000269|PubMed:22628558}"	"overlaps 3"	268	"MITOCHONDRION"	1	"MPC1"	"-"	18	8	8	4	10	16	22	46	40	26	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	86	14	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	1	NA	1	1	1	1
"MTG1"	"MITOCHONDRION"	NA	NA	NA	"mitochondrial inner membrane; mitochondrial matrix; mitochondrial ribosome"	" Mitochondrion Mitochondrion inner membrane; Peripheral membrane protein; Matrix side"	"overlaps 3"	268	"MITOCHONDRION"	1	"MTG1"	"-"	26	14	14	6	10	22	20	38	32	20	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	31	69	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	1	1	NA	1	1	1	1
"DLD"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"acrosomal matrix; cilium; mitochondrial matrix; mitochondrion; nucleus"	" Mitochondrion matrix"	"overlaps 11"	270	"MITOCHONDRION"	1	"DLD"	"-"	1	4	4	1	6	20	54	54	48	6	"-"	1	1	1	1	4	10	26	36	78	18	28	NA	1	10	6	8	46	130	NA	1	45	55	NA	12	76	12	NA	3	38	59	NA	100	1	1	1	NA	6	49	45	NA	85	15	NA	4	16	80	NA	1	4	1	96
"NFS1"	"MITOCHONDRION"	"Nucleus but not nucleoli;Cytoplasm;Vesicles"	NA	"Supportive"	"cytoplasm; cytosol; mitochondrial matrix; mitochondrion; nucleus"	" Isoform Mitochondrial: Mitochondrion;  Isoform Cytoplasmic: Cytoplasm Nucleus"	"overlaps 9"	270	"MITOCHONDRION"	1	"NFS1"	"-"	1	1	6	4	6	18	54	56	48	6	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	4	32	1	4	30	130	NA	1	54	46	NA	35	54	11	NA	1	20	80	NA	1	1	1	1	NA	1	1	100	NA	95	5	NA	1	1	100	NA	1	1	1	98
"XPNPEP3"	"MITOCHONDRION"	"Nucleus"	"Cytoplasm"	"Supportive"	"extracellular vesicular exosome; mitochondrion"	" Mitochondrion {ECO:0000269|PubMed:20179356}"	"overlaps 7"	270	"MITOCHONDRION"	1	"XPNPEP3"	"-"	1	4	6	1	4	16	56	56	52	6	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	40	1	8	34	118	NA	1	80	20	NA	94	5	1	NA	1	6	94	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	100	NA	1	1	1	1
"ABHD10"	"MITOCHONDRION"	"Nucleus;Nucleoli"	NA	"Supportive"	"cytosol; mitochondrion"	" Mitochondrion {ECO:0000305}"	"overlaps 10"	316	"MITOCHONDRION"	1	"ABHD10"	"-"	1	1	1	1	4	20	64	48	52	4	"-"	1	1	1	1	1	1	1	46	92	48	12	NA	1	1	1	1	1	1	NA	1	35	65	NA	25	61	14	NA	34	17	50	NA	100	1	1	1	NA	15	5	80	NA	96	4	NA	1	6	94	NA	1	2	1	98
"CLPP"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"endopeptidase Clp complex; mitochondrial matrix; mitochondrion"	" Mitochondrion matrix {ECO:0000269|PubMed:10525407}"	"overlaps 9"	316	"MITOCHONDRION"	1	"CLPP"	"-"	1	1	1	1	6	20	66	50	48	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	36	1	4	48	110	NA	1	66	34	NA	9	76	16	NA	1	1	99	NA	1	1	1	1	NA	5	16	79	NA	100	1	NA	1	1	100	NA	1	3	1	97
"HADHB"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"endoplasmic reticulum; extracellular vesicular exosome; mitochondrial envelope; mitochondrial fatty acid beta-oxidation multienzyme complex; mitochondrial inner membrane; mitochondrial nucleoid; mitochondrial outer membrane; mitochondrion"	" Mitochondrion {ECO:0000269|PubMed:21527675} Mitochondrion inner membrane {ECO:0000269|PubMed:21527675} Mitochondrion outer membrane {ECO:0000269|PubMed:21527675} Endoplasmic reticulum {ECO:0000269|PubMed:21527675}"	"overlaps 11"	316	"MITOCHONDRION"	1	"HADHB"	"-"	1	1	1	1	4	16	66	52	52	6	"-"	1	1	1	1	1	14	24	52	68	28	12	NA	1	16	1	8	34	140	NA	1	45	55	NA	15	68	17	NA	1	28	72	NA	51	20	23	7	NA	1	33	66	NA	90	10	NA	1	19	81	NA	1	8	14	79
"CLYBL"	"MITOCHONDRION"	"Cytoplasm;Cytoskeleton (Intermediate filaments)"	NA	"Uncertain"	"mitochondrion"	" Mitochondrion {ECO:0000305}"	"overlaps 5"	425	"MITOCHONDRION"	1	"CLYBL"	"-"	1	1	4	1	6	20	54	56	50	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	74	1	1	62	64	NA	1	96	4	NA	1	97	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	80	20	NA	1	1	1	NA	1	1	1	1
"GOT2"	"MITOCHONDRION"	NA	NA	NA	"extracellular vesicular exosome; mitochondrial inner membrane; mitochondrial matrix; mitochondrion; plasma membrane"	" Mitochondrion matrix {ECO:0000269|PubMed:9537447} Cell membrane {ECO:0000269|PubMed:9537447} Note=Exposure to alcohol promotes translocation to the cell membrane"	"overlaps 11"	425	"MITOCHONDRION"	1	"GOT2"	"-"	1	1	4	1	8	20	54	58	48	4	"-"	1	1	1	1	4	14	26	44	70	26	16	NA	1	18	1	4	30	148	NA	2	69	30	NA	16	61	24	NA	26	20	54	NA	100	1	1	1	NA	41	15	45	NA	99	1	NA	8	9	82	NA	1	1	1	99
"TIMM44"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"mitochondrial inner membrane; mitochondrial matrix; mitochondrion"	" Mitochondrion inner membrane"	"overlaps 11"	425	"MITOCHONDRION"	1	"TIMM44"	"-"	1	4	4	1	6	18	54	60	50	1	"-"	1	1	1	1	1	1	24	54	48	54	18	NA	1	34	1	8	38	116	NA	2	65	33	NA	25	62	13	NA	1	1	100	NA	100	1	1	1	NA	59	9	31	NA	100	1	NA	1	1	100	NA	1	1	1	99
"MRPL48"	"MITOCHONDRION"	NA	NA	NA	"mitochondrial ribosome"	" Mitochondrion {ECO:0000250}"	"overlaps 7"	443	"MITOCHONDRION"	1	"MRPL48"	"-"	1	4	6	4	6	18	66	40	42	16	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	79	21	NA	34	50	16	NA	4	80	16	NA	1	1	1	1	NA	1	1	1	NA	95	5	NA	1	27	73	NA	1	3	1	96
"TIMM23"	"MITOCHONDRION"	NA	NA	NA	"integral component of mitochondrial inner membrane; mitochondrial inner membrane; mitochondrial inner membrane presequence translocase complex; mitochondrial intermembrane space; mitochondrion"	" Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}"	"overlaps 7"	443	"MITOCHONDRION"	1	"TIMM23"	"-"	1	4	6	1	6	20	68	38	40	14	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	70	1	1	20	110	NA	1	88	12	NA	29	60	11	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	14	86	NA	1	36	64	NA	1	12	30	58
"UQCC2"	"MITOCHONDRION"	"Mitochondria"	"Nucleus"	"Supportive"	"mitochondrial inner membrane; mitochondrial intermembrane space; mitochondrial matrix; mitochondrial nucleoid; mitochondrion; nucleus"	" Mitochondrion matrix mitochondrion nucleoid Mitochondrion Mitochondrion intermembrane space {ECO:0000250} Mitochondrion matrix {ECO:0000250} Mitochondrion inner membrane {ECO:0000250} Note=Predominantly expressed in the mitochondrial inner membrane {ECO:0000250}"	"overlaps 4"	443	"MITOCHONDRION"	1	"UQCC2"	"-"	1	1	4	4	4	20	70	42	40	14	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	33	52	15	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	100	NA	1	20	1	80
"AK2"	"MITOCHONDRION"	NA	NA	NA	"cytosol; extracellular vesicular exosome; mitochondrial inner membrane; mitochondrial intermembrane space; sperm mitochondrial sheath"	" Mitochondrion intermembrane space"	"overlaps 11"	452	"MITOCHONDRION"	1	"AK2"	"-"	14	6	6	4	8	18	38	56	48	1	"-"	1	1	1	1	6	16	24	44	58	32	20	NA	1	50	1	18	42	88	NA	36	37	26	NA	31	66	3	NA	77	4	19	NA	100	1	1	1	NA	15	7	78	NA	84	16	NA	36	3	60	NA	5	2	1	93
"CCBL2"	"MITOCHONDRION"	"Nucleoli;Cytoplasm"	NA	"Uncertain"	"mitochondrion"	NA	"overlaps 7"	452	"MITOCHONDRION"	1	"CCBL2"	"-"	12	8	8	4	6	18	36	60	48	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	10	1	1	78	112	NA	72	13	15	NA	1	1	1	NA	1	1	100	NA	1	1	1	1	NA	100	1	1	NA	100	1	NA	73	13	14	NA	1	1	1	1
"HSCB"	"MITOCHONDRION"	"Nucleus;Cytoplasm;Mitochondria"	NA	"Supportive"	"centrosome; cytoplasm; mitochondrion; plasma membrane"	" Cytoplasm {ECO:0000269|PubMed:20668094} Mitochondrion {ECO:0000269|PubMed:20668094}"	"overlaps 5"	452	"MITOCHONDRION"	1	"HSCB"	"-"	10	8	12	6	12	18	34	50	50	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	3	97	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	100	NA	1	1	1	100
"BPHL"	"MITOCHONDRION"	"Nucleus but not nucleoli;Mitochondria"	NA	"Uncertain"	"extracellular vesicular exosome; mitochondrion"	NA	"overlaps 7"	457	"MITOCHONDRION"	1	"BPHL"	"-"	1	10	6	4	4	18	64	52	36	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	20	1	1	94	84	NA	40	12	48	NA	13	50	37	NA	1	1	100	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	100	NA	1	1	1	1
"ETHE1"	"MITOCHONDRION"	"Mitochondria"	"Nucleus but not nucleoli"	"Supportive"	"cytoplasm; mitochondrial matrix; mitochondrion; nucleus"	" Cytoplasm Nucleus Mitochondrion matrix Note=According to PubMed:12398897 it is cytoplasmic and nuclear According to PubMed:14732903 it is found in the mitochondrial matrix"	"overlaps 10"	457	"MITOCHONDRION"	1	"ETHE1"	"-"	1	4	4	1	10	18	64	50	40	1	"-"	1	1	1	1	1	8	16	10	94	42	28	NA	1	1	1	1	1	1	NA	1	1	100	NA	91	6	3	NA	1	2	97	NA	100	1	1	1	NA	19	9	72	NA	99	1	NA	1	1	100	NA	2	1	1	98
"OXNAD1"	"MITOCHONDRION"	"Nucleus"	NA	"Uncertain"	"mitochondrion"	NA	"overlaps 5"	457	"MITOCHONDRION"	1	"OXNAD1"	"-"	6	6	4	4	6	22	62	46	40	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	66	3	31	NA	80	13	7	NA	1	1	100	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	100	NA	1	1	1	1
"HTRA2"	"MITOCHONDRION"	NA	NA	NA	"CD40 receptor complex; chromatin; cytoplasmic side of plasma membrane; cytoskeleton; cytosol; endoplasmic reticulum; endoplasmic reticulum membrane; membrane; mitochondrial intermembrane space; mitochondrion; nucleus"	" Mitochondrion intermembrane space Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305} Note=Predominantly present in the intermembrane space Released into the cytosol following apoptotic stimuli such as UV treatment and stimulation of mitochondria with caspase-8 truncated BID/tBID"	"overlaps 9"	472	"MITOCHONDRION"	1	"HTRA2"	"-"	4	4	6	1	6	22	62	40	40	16	"-"	1	1	1	1	1	1	10	80	50	42	16	NA	1	16	1	8	62	114	NA	10	53	38	NA	5	83	13	NA	14	18	68	NA	1	1	1	1	NA	1	1	1	NA	80	20	NA	1	11	89	NA	1	5	13	82
"OXA1L"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"integral component of mitochondrial membrane; mitochondrial membrane; mitochondrial respiratory chain; mitochondrion; protein complex"	" Mitochondrion inner membrane {ECO:0000269|PubMed:17936786}; Multi-pass membrane protein {ECO:0000269|PubMed:17936786}"	"overlaps 9"	472	"MITOCHONDRION"	1	"OXA1L"	"-"	1	4	1	1	6	20	62	44	42	18	"-"	1	1	1	1	6	20	42	38	48	28	18	NA	1	82	1	12	18	88	NA	1	50	50	NA	4	94	1	NA	1	1	1	NA	1	100	1	1	NA	1	74	26	NA	1	1	NA	1	33	67	NA	1	51	1	49
"TOMM22"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"integral component of membrane; membrane; mitochondrial inner membrane; mitochondrial outer membrane translocase complex; mitochondrion"	" Mitochondrion outer membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}"	"overlaps 11"	472	"MITOCHONDRION"	1	"TOMM22"	"-"	1	1	4	1	6	18	62	42	46	20	"-"	1	1	1	1	1	14	24	62	1	82	16	NA	6	46	1	1	34	114	NA	1	77	23	NA	16	77	7	NA	1	1	100	NA	1	100	1	1	NA	1	35	65	NA	20	80	NA	1	13	87	NA	1	4	66	30
"MRPL24"	"MITOCHONDRION"	NA	NA	NA	"mitochondrion; ribosome"	" Mitochondrion {ECO:0000250}"	"overlaps 9"	514	"MITOCHONDRION"	1	"MRPL24"	"-"	1	1	1	1	8	18	72	46	44	10	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	30	1	1	108	62	NA	1	64	36	NA	16	66	18	NA	1	1	100	NA	1	1	1	1	NA	1	47	53	NA	72	28	NA	1	1	100	NA	1	6	29	65
"NDUFA5"	"MITOCHONDRION"	NA	NA	NA	"mitochondrial inner membrane; mitochondrial respiratory chain complex I"	" Mitochondrion inner membrane; Peripheral membrane protein; Matrix side"	"overlaps 8"	514	"MITOCHONDRION"	1	"NDUFA5"	"-"	1	1	1	1	4	18	74	44	44	14	"-"	1	1	1	6	1	1	1	76	1	92	26	NA	1	1	1	1	1	1	NA	1	10	90	NA	15	72	13	NA	1	1	1	NA	32	68	1	1	NA	1	1	1	NA	46	54	NA	3	18	79	NA	1	13	30	57
"NDUFB5"	"MITOCHONDRION"	"Mitochondria"	"Nucleus but not nucleoli"	"Supportive"	"integral component of membrane; mitochondrial inner membrane; mitochondrial respiratory chain complex I; mitochondrion; nucleus"	" Mitochondrion inner membrane; Single-pass membrane protein; Matrix side"	"overlaps 7"	514	"MITOCHONDRION"	1	"NDUFB5"	"-"	1	1	1	1	6	20	70	44	40	12	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	3	59	37	NA	11	74	15	NA	1	1	1	NA	1	1	1	1	NA	1	43	57	NA	74	26	NA	1	18	82	NA	1	48	1	52
"ABCD3"	"PEROXISOME"	"Vesicles"	NA	"Supportive"	"cytosol; integral component of membrane; intracellular membrane-bounded organelle; membrane; mitochondrial inner membrane; peroxisomal matrix; peroxisomal membrane; peroxisome"	" Peroxisome membrane {ECO:0000269|PubMed:10704444}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441 ECO:0000269|PubMed:10704444}"	"overlaps 9"	361	"MITOCHONDRION"	0.6	"ABCD3"	"-"	1	4	4	4	4	32	44	52	46	12	"-"	1	1	1	1	6	26	36	16	54	24	38	NA	1	1	66	48	78	8	NA	21	74	6	NA	23	73	4	NA	1	1	1	NA	1	39	61	1	NA	1	1	1	NA	11	89	NA	1	6	94	NA	6	32	25	37
"DNAJC11"	"MITOCHONDRION"	"Cytoplasm"	NA	"Uncertain"	"extracellular vesicular exosome; mitochondrial inner membrane"	NA	"overlaps 9"	361	"MITOCHONDRION"	0.6	"DNAJC11"	"-"	1	4	6	4	8	22	42	52	44	18	"-"	1	1	1	1	1	16	20	26	98	26	14	NA	1	32	1	16	64	88	NA	1	79	20	NA	18	66	16	NA	1	1	1	NA	1	100	1	1	NA	1	1	1	NA	1	99	NA	1	82	18	NA	1	1	63	37
"MRPL45"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"mitochondrion; ribosome"	" Mitochondrion"	"overlaps 7"	361	"MITOCHONDRION"	0.6	"MRPL45"	"-"	1	4	4	4	10	26	44	46	46	18	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	36	1	1	74	90	NA	1	41	58	NA	62	34	4	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	88	12	NA	1	27	73	NA	1	10	10	80
"RMDN3"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"integral component of membrane; microtubule; mitochondrial outer membrane; mitochondrion; nucleus"	" Mitochondrion membrane; Single-pass membrane protein Mitochondrion outer membrane Cytoplasm Nucleus Cytoplasm cytoskeleton spindle Cytoplasm cytoskeleton spindle pole Note=In interphase localizes in the cytoplasm and during mitosis localizes to the spindle microtubules and spindle poles"	"overlaps 6"	361	"MITOCHONDRION"	0.6	"RMDN3"	"-"	1	1	1	1	8	26	42	54	48	16	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	79	19	3	NA	1	1	100	NA	1	100	1	1	NA	1	1	1	NA	1	1	NA	1	93	7	NA	1	33	61	6
