"Annot_Gene"	"Annot_Christoforou_UniprotGO_overlap3"	"HPA.main.location"	"HPA.Other.loc"	"HPA.Reliability"	"Gene.ontology.cellular.component"	"Uniprot.Subcellular.location"	"overlap"	"clusters"	"assigned_location_Christoforou_UniprotGO_overlap3"	"precision_assigned_location_Christoforou_UniprotGO_overlap3"	"data_Gene"	"data_non_NUM_space"	"data_Christoforou_126"	"data_Christoforou_127N"	"data_Christoforou_127C"	"data_Christoforou_128N"	"data_Christoforou_128C"	"data_Christoforou_129N"	"data_Christoforou_129C"	"data_Christoforou_130N"	"data_Christoforou_131"	"data_Christoforou_130C"	"data_non_NUM_space.1"	"data_Bileck.cyt"	"data_Bileck.Nucl"	"data_non_NUM_space.x"	"data_Cyt.Thakar"	"data_Nucl.Thakar"	"data_TOT.Thakar"	"data_non_NUM_space.y"	"data_Cyt.Carvalho"	"data_Nucl.Carvalho"	"data_Mit.Carvalho"
"NUP54"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Uncertain"	"cytoplasm; nuclear envelope; nuclear pore; nucleoplasm"	" Nucleus nuclear pore complex {ECO:0000250} Nucleus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250} Nucleus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Nucleoplasmic side {ECO:0000250} Note=Biased towards cytoplasmic side Central region of the nuclear pore complex within the transporter (By similarity) {ECO:0000250}"	"overlaps 3"	7	"NUCLEUS"	1	"NUP54"	"-"	14	10	6	4	6	8	12	26	28	86	"-"	3	97	"-"	1	100	1	"-"	2	98	1
"NXF1"	"NUCLEUS"	"Nucleus"	NA	"Supportive"	"cytosol; nuclear inclusion body; nuclear pore; nuclear speck; nucleoplasm"	" Nucleus nucleoplasm Nucleus speckle Cytoplasm Note=Localized predominantly in the nucleoplasm and at both the nucleoplasmic and cytoplasmic faces of the nuclear pore complex Shuttles between the nucleus and the cytoplasm Travels to the cytoplasm as part of the exon junction complex (EJC) bound to mRNA The association with the TREX complex seems to occur in regions surrounding nuclear speckles known as perispeckles"	"overlaps 3"	7	"NUCLEUS"	1	"NXF1"	"-"	32	4	6	1	6	8	10	34	38	58	"-"	5	95	"-"	1	98	1	"-"	1	98	1
"PML"	""	"Nucleus"	NA	"Supportive"	"cytoplasm; cytosol; endosome; extrinsic component of endoplasmic reticulum membrane; nuclear matrix; nuclear membrane; nucleolus; nucleoplasm; nucleus; PML body"	" Nucleus Nucleus nucleoplasm Cytoplasm Nucleus PML body Nucleus nucleolus Endoplasmic reticulum membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250} Early endosome membrane; Peripheral membrane protein; Cytoplasmic side Note=Isoform PML-1 can shuttle between the nucleus and cytoplasm Isoform PML-2 isoform PML-3 isoform PML-4 isoform PML-5 and isoform PML-6 are nuclear isoforms whereas isoform PML-7 and isoform PML-14 lacking the nuclear localization signal are cytoplasmic isoforms Detected in the nucleolus after DNA damage Acetylation at Lys-487 is essential for its nuclear localization Within the nucleus most of PML is expressed in the diffuse nuclear fraction of the nucleoplasm and only a small fraction is found in the matrix-associated nuclear bodies (PML-NBs) The transfer of PML from the nucleoplasm to PML-NBs depends on its phosphorylation and sumoylation The B1 box and the RING finger are also required for the localization in PML-NBs Also found in specific membrane structures termed mitochondria-associated membranes (MAMs) which connect the endoplasmic reticulum (ER) and the mitochondria Sequestered in the cytoplasm by interaction with rabies virus phosphoprotein"	"overlaps 3"	7	"NUCLEUS"	1	"PML"	"-"	148	1	12	1	4	4	1	6	8	14	"-"	5	95	"-"	1	100	1	"-"	3	97	1
"RNF2"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"euchromatin; MLL1 complex; nuclear body; nucleoplasm; nucleus; PcG protein complex; PRC1 complex; sex chromatin; ubiquitin ligase complex"	" Nucleus {ECO:0000269|PubMed:21282530} Chromosome {ECO:0000250} Note=Enriched on inactive X chromosome (Xi) in female trophoblast stem (TS) cells as well as differentiating embryonic stem (ES) cells The enrichment on Xi is transient during TS and ES cell differentiation The association with Xi is mitotically stable in non-differentiated TS cells (By similarity) {ECO:0000250}"	"overlaps 3"	7	"NUCLEUS"	1	"RNF2"	"-"	22	1	1	1	1	1	18	62	48	48	"-"	3	97	"-"	1	100	1	"-"	1	99	1
"SEH1L"	""	NA	NA	NA	"cytosol; kinetochore; nuclear envelope; nuclear pore outer ring"	" Chromosome centromere kinetochore Nucleus nuclear pore complex"	"overlaps 3"	7	"NUCLEUS"	1	"SEH1L"	"-"	26	22	16	8	12	10	8	20	22	60	"-"	5	95	"-"	1	98	1	"-"	1	99	1
"SLTM"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"nucleus"	" Nucleus {ECO:0000250} Note=Detected in punctate structures {ECO:0000250}"	"overlaps 3"	7	"NUCLEUS"	1	"SLTM"	"-"	48	1	4	1	4	8	8	20	30	74	"-"	3	97	"-"	1	100	1	"-"	1	100	1
"TEX10"	"NUCLEUS"	NA	NA	NA	"cytoplasm; integral component of membrane; MLL1 complex"	" Nucleus nucleoplasm {ECO:0000250} Cytoplasm {ECO:0000250} Nucleus membrane {ECO:0000269|PubMed:12429849}; Multi-pass membrane protein {ECO:0000269|PubMed:12429849} Nucleus nucleolus {ECO:0000269|PubMed:12429849} Note=Mainly found in the nucleoplasm with low levels detected in the cytoplasmic and chromatin fractions {ECO:0000250}"	"overlaps 3"	7	"NUCLEUS"	1	"TEX10"	"-"	64	1	6	1	8	8	6	18	28	56	"-"	4	96	"-"	4	96	1	"-"	1	99	1
"URB1"	"NUCLEUS"	"Nucleoli"	NA	"Supportive"	"nucleolus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849 ECO:0000269|PubMed:16963496}"	"overlaps 3"	7	"NUCLEUS"	1	"URB1"	"-"	30	1	1	1	4	6	8	36	48	62	"-"	3	97	"-"	1	100	1	"-"	1	98	1
"UTP15"	"NUCLEUS"	"Nucleus;Nucleoli"	"Cytoplasm;Cell Junctions"	"Supportive"	"cytoplasm; nucleolus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849}"	"overlaps 3"	7	"NUCLEUS"	1	"UTP15"	"-"	26	1	4	1	1	4	10	46	48	54	"-"	5	95	"-"	1	100	1	"-"	1	100	1
"WDR89"	"NUCLEUS"	"Cytoplasm;Cytoskeleton (Intermediate filaments)"	NA	"Uncertain"	NA	NA	"overlaps 3"	7	"NUCLEUS"	1	"WDR89"	"-"	52	10	8	1	4	6	12	16	18	72	"-"	5	95	"-"	1	100	1	"-"	1	100	1
"DDX5"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"catalytic step 2 spliceosome; extracellular vesicular exosome; membrane; nucleolus; nucleus; ribonucleoprotein complex"	" Nucleus nucleolus {ECO:0000269|PubMed:10837141 ECO:0000269|PubMed:1996094}"	"overlaps 3"	269	"NUCLEUS"	1	"DDX5"	"-"	54	4	6	1	6	8	10	14	24	72	"-"	2	98	"-"	10	78	13	"-"	8	91	1
"HDAC2"	"NUCLEUS"	"Nucleus"	NA	"Supportive"	"cytoplasm; ESC/E(Z) complex; heterochromatin; nuclear chromatin; nucleoplasm; nucleus; NuRD complex; protein complex; replication fork; Sin3 complex; transcription factor complex"	" Nucleus {ECO:0000269|PubMed:24970816} Cytoplasm {ECO:0000269|PubMed:24970816}"	"overlaps 3"	269	"NUCLEUS"	1	"HDAC2"	"-"	24	6	4	1	1	6	20	36	42	62	"-"	5	95	"-"	16	70	13	"-"	5	95	1
"POLR2A"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"DNA-directed RNA polymerase II, core complex; nucleoplasm; nucleus"	" Nucleus {ECO:0000269|PubMed:9852112}"	"overlaps 3"	269	"NUCLEUS"	1	"POLR2A"	"-"	46	1	6	1	4	6	14	40	38	44	"-"	4	96	"-"	15	78	7	"-"	10	90	1
"SARNP"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"intracellular membrane-bounded organelle; nuclear speck; nucleus; transcription export complex"	" Nucleus Nucleus speckle"	"overlaps 3"	269	"NUCLEUS"	1	"SARNP"	"-"	24	1	1	1	1	4	12	46	52	58	"-"	5	95	"-"	12	79	9	"-"	9	91	1
"SF3A3"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"catalytic step 2 spliceosome; nucleoplasm; nucleus; spliceosomal complex"	" Nucleus speckle"	"overlaps 3"	269	"NUCLEUS"	1	"SF3A3"	"-"	42	1	6	1	1	6	8	16	42	76	"-"	3	97	"-"	13	78	9	"-"	4	96	1
"SKIV2L2"	"NUCLEUS"	"Nucleus;Nucleoli"	NA	"Supportive"	"catalytic step 2 spliceosome; nucleus"	" Nucleus nucleoplasm Nucleus nucleolus"	"overlaps 3"	269	"NUCLEUS"	1	"SKIV2L2"	"-"	56	4	6	1	1	4	10	24	32	60	"-"	4	96	"-"	10	79	12	"-"	9	91	1
"SNRPA1"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"catalytic step 2 spliceosome; nucleoplasm; nucleus; small nuclear ribonucleoprotein complex; spliceosomal complex; U2 snRNP"	" Nucleus"	"overlaps 3"	269	"NUCLEUS"	1	"SNRPA1"	"-"	46	1	4	1	6	6	8	18	44	64	"-"	2	98	"-"	11	75	14	"-"	7	93	1
"SNRPD2"	"NUCLEUS"	"Cytoplasm"	NA	"Uncertain"	"catalytic step 2 spliceosome; cytosol; extracellular vesicular exosome; methylosome; nucleoplasm; pICln-Sm protein complex; small nuclear ribonucleoprotein complex; SMN-Sm protein complex; spliceosomal complex; U12-type spliceosomal complex; U1 snRNP; U4 snRNP"	" Cytoplasm cytosol {ECO:0000269|PubMed:18984161} Nucleus {ECO:0000269|PubMed:18984161} Note=SMN-mediated assembly into core snRNPs occurs in the cytosol before SMN-mediated transport to the nucleus to be included in spliceosomes"	"overlaps 3"	269	"NUCLEUS"	1	"SNRPD2"	"-"	52	6	10	1	1	4	6	12	30	74	"-"	5	95	"-"	15	75	9	"-"	12	87	1
"SUMO1"	""	"Nucleus;Nuclear membrane"	"Nucleoli"	"Supportive"	"cytoplasm; dendrite; nuclear membrane; nuclear pore; nucleolus; nucleoplasm; nucleus; PML body; synapse"	" Nucleus membrane Nucleus speckle Cytoplasm Nucleus PML body Note=Recruited by BCL11A into the nuclear body {ECO:0000250}"	"overlaps 3"	269	"NUCLEUS"	1	"SUMO1"	"-"	20	4	4	1	4	8	22	32	40	64	"-"	2	98	"-"	19	79	2	"-"	11	89	1
"WDR5"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"Ada2/Gcn5/Ada3 transcription activator complex; histone acetyltransferase complex; histone methyltransferase complex; MLL1 complex; nucleoplasm; nucleus; Set1C/COMPASS complex"	" Nucleus {ECO:0000269|PubMed:17355966 ECO:0000269|PubMed:20018852}"	"overlaps 3"	269	"NUCLEUS"	1	"WDR5"	"-"	22	4	4	1	4	8	22	46	44	44	"-"	11	89	"-"	11	73	16	"-"	11	89	1
"CIRH1A"	"NUCLEUS"	NA	NA	NA	"nucleolus; t-UTP complex"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849 ECO:0000269|PubMed:16225863}"	"overlaps 3"	342	"NUCLEUS"	1	"CIRH1A"	"-"	26	1	4	1	4	4	8	42	48	62	"-"	1	100	"-"	1	99	1	"-"	6	94	1
"FBL"	"NUCLEUS"	NA	NA	NA	"box C/D snoRNP complex; Cajal body; extracellular vesicular exosome; granular component; membrane; nucleolus; nucleus"	" Nucleus nucleolus {ECO:0000269|PubMed:14583623 ECO:0000269|PubMed:2026646 ECO:0000269|PubMed:2414294 ECO:0000269|PubMed:24352239} Note=Fibrillar region of the nucleolus"	"overlaps 3"	342	"NUCLEUS"	1	"FBL"	"-"	38	1	4	1	4	4	8	26	26	86	"-"	1	100	"-"	1	100	1	"-"	7	93	1
"FIP1L1"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"mRNA cleavage and polyadenylation specificity factor complex; nucleus"	" Nucleus"	"overlaps 3"	342	"NUCLEUS"	1	"FIP1L1"	"-"	40	1	4	1	1	1	6	16	42	86	"-"	1	100	"-"	1	100	1	"-"	6	93	1
"KRR1"	"NUCLEUS"	"Nucleoli"	"Nucleus"	"Supportive"	"cytoplasm; intercellular bridge; membrane; nucleolus; nucleus; ribonucleoprotein complex"	" Cytoplasm Nucleus nucleolus Note=Translocates from cytoplasm to nucleus after exposure to HIV-1 virus or HIV-1 protein VPR or induction by hydrocortisone and dexamethasone in the absence of HIV-1 protein VPR"	"overlaps 3"	342	"NUCLEUS"	1	"KRR1"	"-"	36	1	4	1	4	4	10	32	36	72	"-"	1	100	"-"	1	99	1	"-"	6	94	1
"NOP56"	"NUCLEUS"	"Nucleoli"	NA	"Supportive"	"box C/D snoRNP complex; cytoplasm; membrane; nucleolus; pre-snoRNP complex; small nucleolar ribonucleoprotein complex"	" Nucleus nucleolus Cytoplasm {ECO:0000250} Nucleus nucleoplasm {ECO:0000305}"	"overlaps 3"	342	"NUCLEUS"	1	"NOP56"	"-"	38	4	6	1	4	6	10	24	28	80	"-"	1	100	"-"	1	100	1	"-"	7	92	1
"RNPS1"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"ASAP complex; cytoplasm; cytosol; nucleoplasm; nucleus"	" Nucleus Nucleus speckle Cytoplasm Note=Nucleocytoplasmic shuttling protein Colocalizes with the core EJC ALYREF/THOC4 NXF1 and UAP56 in the nucleus and nuclear speckles"	"overlaps 3"	342	"NUCLEUS"	1	"RNPS1"	"-"	26	4	6	1	1	1	12	26	32	92	"-"	1	100	"-"	1	98	2	"-"	6	94	1
"SMARCA5"	"NUCLEUS"	"Nucleus"	"Nucleoli;Cytoplasm;Mitochondria"	"Supportive"	"chromatin silencing complex; condensed chromosome; nucleoplasm; nucleus; NURF complex; RSF complex"	" Nucleus {ECO:0000255|PROSITE-ProRule:PRU00624 ECO:0000269|PubMed:12434153}"	"overlaps 3"	342	"NUCLEUS"	1	"SMARCA5"	"-"	6	1	1	1	1	6	20	60	56	48	"-"	1	100	"-"	1	99	1	"-"	6	94	1
"SNRNP40"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"catalytic step 2 spliceosome; cytoplasm; nucleoplasm; nucleus; small nucleolar ribonucleoprotein complex; U5 snRNP"	" Nucleus {ECO:0000269|PubMed:9731529}"	"overlaps 3"	342	"NUCLEUS"	1	"SNRNP40"	"-"	36	1	4	1	4	4	6	26	54	60	"-"	1	100	"-"	1	100	1	"-"	6	94	1
"WDR43"	"NUCLEUS"	NA	NA	NA	"nucleus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849}"	"overlaps 3"	342	"NUCLEUS"	1	"WDR43"	"-"	24	1	1	1	1	4	12	40	44	70	"-"	1	100	"-"	1	100	1	"-"	5	91	4
"AQR"	"NUCLEUS"	NA	NA	NA	"catalytic step 2 spliceosome; membrane; nucleus"	" Nucleus {ECO:0000269|PubMed:16949364} Note=Localizes to speckle-like regions of the nucleoplasm"	"overlaps 3"	397	"NUCLEUS"	1	"AQR"	"-"	38	4	4	1	4	4	8	32	58	48	"-"	1	100	"-"	5	80	14	"-"	1	98	1
"CPSF7"	"NUCLEUS"	"Nucleus but not nucleoli"	"Cytoplasm"	"Supportive"	"membrane; mRNA cleavage factor complex; nucleoplasm; nucleus"	" Nucleus {ECO:0000305|PubMed:20695905}"	"overlaps 3"	397	"NUCLEUS"	1	"CPSF7"	"-"	30	4	4	1	4	8	8	12	28	98	"-"	1	99	"-"	8	73	19	"-"	1	99	1
"DDX47"	"NUCLEUS"	"Nucleoli"	NA	"Supportive"	"membrane; nucleolus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849 ECO:0000269|PubMed:16963496} Note=Localizes in the nucleolar-organizing region during ribosome biogenesis"	"overlaps 3"	397	"NUCLEUS"	1	"DDX47"	"-"	48	1	6	1	6	10	14	18	30	64	"-"	1	100	"-"	5	75	20	"-"	3	97	1
"HNRNPM"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"catalytic step 2 spliceosome; extracellular matrix; extracellular vesicular exosome; integral component of plasma membrane; membrane; nuclear matrix; nucleoplasm; nucleus; paraspeckles; spliceosomal complex"	" Nucleus nucleolus {ECO:0000269|Ref5}"	"overlaps 3"	397	"NUCLEUS"	1	"HNRNPM"	"-"	26	1	4	1	4	6	8	16	34	96	"-"	1	100	"-"	7	79	14	"-"	1	100	1
"MPG"	"NUCLEUS"	"Nucleus but not nucleoli;Cytoplasm"	NA	"Uncertain"	"mitochondrial nucleoid; nucleoplasm"	" Cytoplasm {ECO:0000269|PubMed:23290262} Mitochondrion matrix mitochondrion nucleoid {ECO:0000269|PubMed:23290262} Nucleus {ECO:0000269|PubMed:23290262}"	"overlaps 3"	397	"NUCLEUS"	1	"MPG"	"-"	6	1	1	1	1	6	32	38	52	66	"-"	1	100	"-"	12	76	12	"-"	1	99	1
"RCC1"	"NUCLEUS"	"Nucleus"	"Nuclear membrane"	"Supportive"	"condensed nuclear chromosome; cytoplasm; nuclear chromatin; nuclear membrane; nucleoplasm; nucleus"	" Nucleus {ECO:0000269|PubMed:17435751} Cytoplasm {ECO:0000269|PubMed:17435751} Note=Becomes dispersed throughout the cytoplasm during mitosis"	"overlaps 3"	397	"NUCLEUS"	1	"RCC1"	"-"	4	1	1	1	1	4	28	50	50	62	"-"	1	99	"-"	7	75	18	"-"	1	100	1
"RRP12"	"NUCLEUS"	"Nucleoli"	NA	"Supportive"	"integral component of membrane; nucleolus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849} Nucleus membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}"	"overlaps 3"	397	"NUCLEUS"	1	"RRP12"	"-"	42	1	4	1	4	4	8	38	44	50	"-"	1	100	"-"	9	78	13	"-"	5	95	1
"SMC1A"	"NUCLEUS"	"Nucleus but not nucleoli"	"Cytoplasm"	"Supportive"	"chromosome; chromosome, centromeric region; cohesin core heterodimer; condensed nuclear chromosome; cytoplasm; cytosol; kinetochore; meiotic cohesin complex; nucleoplasm; nucleus"	" Nucleus {ECO:0000269|PubMed:12199140} Chromosome {ECO:0000269|PubMed:12199140} Chromosome centromere kinetochore {ECO:0000269|PubMed:12199140} Note=Associates with chromatin Before prophase it is scattered along chromosome arms During prophase most of cohesin complexes dissociate from chromatin probably because of phosphorylation by PLK except at centromeres where cohesin complexes remain At anaphase the RAD21 subunit of the cohesin complex is cleaved leading to the dissociation of the complex from chromosomes allowing chromosome separation In germ cells cohesin complex dissociates from chromatin at prophase I and may be replaced by a meiosis-specific cohesin complex The phosphorylated form on Ser-957 and Ser-966 associates with chromatin during G1/S/G2 phases but not during M phase suggesting that phosphorylation does not regulate cohesin function Integral component of the functional centromere-kinetochore complex at the kinetochore region during mitosis"	"overlaps 3"	397	"NUCLEUS"	1	"SMC1A"	"-"	10	1	1	1	1	6	22	56	54	46	"-"	1	100	"-"	8	78	15	"-"	2	97	1
"SMC3"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"basement membrane; chromatin; chromosome; chromosome, centromeric region; cohesin complex; cohesin core heterodimer; cytoplasm; cytosol; lateral element; meiotic cohesin complex; nuclear matrix; nuclear meiotic cohesin complex; nucleoplasm; nucleus; spindle pole"	" Nucleus Chromosome Chromosome centromere Note=Associates with chromatin Before prophase it is scattered along chromosome arms During prophase most of cohesin complexes dissociate from chromatin probably because of phosphorylation by PLK except at centromeres where cohesin complexes remain At anaphase the RAD21 subunit of the cohesin complex is cleaved leading to the dissociation of the complex from chromosomes allowing chromosome separation The phosphorylated form at Ser-1083 is preferentially associated with unsynapsed chromosomal regions (By similarity) {ECO:0000250}"	"overlaps 3"	397	"NUCLEUS"	1	"SMC3"	"-"	10	4	4	1	4	8	18	54	56	40	"-"	1	100	"-"	8	77	14	"-"	1	99	1
"AAAS"	""	"Nuclear membrane"	"Cytoplasm;Centrosome"	"Uncertain"	"centrosome; cytoplasm; membrane; nuclear envelope; nuclear membrane; nuclear pore; nucleus"	" Nucleus nuclear pore complex {ECO:0000269|PubMed:19782045}"	"overlaps 3"	228	"NUCLEUS"	1	"AAAS"	"-"	1	6	8	4	26	26	18	54	46	14	"-"	1	100	"-"	1	71	29	"-"	1	98	1
"CDC73"	""	"Nucleus"	"Cytoplasm"	"Supportive"	"Cdc73/Paf1 complex; nucleus"	" Nucleus {ECO:0000269|PubMed:15580289 ECO:0000269|PubMed:15632063 ECO:0000269|PubMed:15923622}"	"overlaps 3"	228	"NUCLEUS"	1	"CDC73"	"-"	76	4	8	1	4	6	12	20	20	50	"-"	1	100	"-"	5	72	24	"-"	4	96	1
"CHD4"	"NUCLEUS"	"Nucleus"	NA	"Supportive"	"centrosome; cytoplasm; membrane; nuclear chromatin; nucleoplasm; nucleus; NuRD complex; protein complex"	" Nucleus {ECO:0000269|PubMed:17626165} Cytoplasm cytoskeleton microtubule organizing center centrosome {ECO:0000269|PubMed:17626165} Note=Associates with centrosomes in interphase"	"overlaps 3"	228	"NUCLEUS"	1	"CHD4"	"-"	8	1	1	1	1	6	22	60	54	50	"-"	1	100	"-"	1	75	23	"-"	1	99	1
"CSTF1"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"nucleoplasm; nucleus"	" Nucleus"	"overlaps 3"	228	"NUCLEUS"	1	"CSTF1"	"-"	32	4	4	1	4	4	6	28	48	66	"-"	1	99	"-"	1	69	31	"-"	5	95	1
"CTNNBL1"	""	"Nucleus but not nucleoli"	NA	"Supportive"	"cytoplasm; membrane; nucleus; Prp19 complex; spliceosomal complex"	" Isoform 1: Nucleus;  Isoform 2: Cytoplasm {ECO:0000305}"	"overlaps 3"	228	"NUCLEUS"	1	"CTNNBL1"	"-"	126	1	10	1	1	1	1	1	12	44	"-"	2	98	"-"	7	71	22	"-"	3	96	1
"DDX55"	""	"Nucleus;Nucleoli"	"Cytoplasm"	"Supportive"	"membrane"	NA	"overlaps 3"	228	"NUCLEUS"	1	"DDX55"	"-"	70	6	6	1	12	12	6	14	28	44	"-"	1	100	"-"	1	69	31	"-"	8	92	1
"DEK"	"NUCLEUS"	"Nucleus"	NA	"Supportive"	"nucleus"	" Nucleus {ECO:0000269|PubMed:17524367 ECO:0000269|PubMed:19695025} Note=Enriched in regions where chromatin is decondensed or sparse in the interphase nuclei"	"overlaps 3"	228	"NUCLEUS"	1	"DEK"	"-"	14	1	1	1	1	4	12	66	58	42	"-"	1	100	"-"	1	69	30	"-"	1	98	1
"DPF2"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"centrosome; cytoplasm; intracellular membrane-bounded organelle; nuclear chromatin; nucleus"	" Nucleus Cytoplasm Note=30% nuclear 70% cytoplasmic"	"overlaps 3"	228	"NUCLEUS"	1	"DPF2"	"-"	20	1	1	1	1	6	16	58	52	44	"-"	1	100	"-"	1	75	25	"-"	1	100	1
"MINA"	""	"Nucleus;Nucleoli"	NA	"Supportive"	"cytoplasm; cytosol; nucleolus; nucleus; transcription factor complex"	" Nucleus {ECO:0000269|PubMed:12091391 ECO:0000269|PubMed:15819408} Nucleus nucleolus {ECO:0000269|PubMed:12091391 ECO:0000269|PubMed:15819408}"	"overlaps 3"	228	"NUCLEUS"	1	"MINA"	"-"	80	12	14	6	4	6	8	20	22	28	"-"	1	100	"-"	1	72	28	"-"	1	99	1
"RAVER1"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"cytoplasm; nucleus"	" Nucleus {ECO:0000250} Cytoplasm {ECO:0000250} Note=Nuclear in perinucleolar structures Shuttles between nucleus and cytoplasm Cytoplasm at focal contacts and cell-cell contacts Associated with myotubes during muscle differentiation (By similarity) {ECO:0000250}"	"overlaps 3"	228	"NUCLEUS"	1	"RAVER1"	"-"	42	6	12	1	6	4	8	22	38	64	"-"	1	100	"-"	1	73	27	"-"	8	91	1
"RBM39"	"NUCLEUS"	"Nucleus but not nucleoli"	"Microtubule organizing center;Cytoskeleton (Microtubules)"	"Supportive"	"microtubule cytoskeleton; microtubule organizing center; nucleoplasm; nucleus"	" Nucleus speckle Note=Concentrated in nuclear speckles Colocalizes with the core spliceosomal snRNP proteins"	"overlaps 3"	228	"NUCLEUS"	1	"RBM39"	"-"	52	6	8	1	4	8	10	16	30	66	"-"	3	97	"-"	9	67	24	"-"	6	94	1
"SRRT"	""	"Nucleus but not nucleoli"	NA	"Supportive"	"cytoplasm; nucleoplasm"	" Nucleus nucleoplasm {ECO:0000250} Cytoplasm {ECO:0000250} Note=Predominantly nuclear Shuttles between the nucleus and the cytoplasm in a CRM1-dependent way (By similarity) {ECO:0000250}"	"overlaps 3"	228	"NUCLEUS"	1	"SRRT"	"-"	104	1	8	1	1	1	4	8	12	58	"-"	2	98	"-"	5	71	25	"-"	10	90	1
"USP3"	"NUCLEUS"	"Nucleus"	"Cytoplasm;Vesicles"	"Supportive"	"nuclear chromatin"	" Nucleus {ECO:0000269|PubMed:17980597} Note=Localizes preferentially with monoubiquitinated H2A to chromatin"	"overlaps 3"	228	"NUCLEUS"	1	"USP3"	"-"	8	1	1	1	4	4	12	68	62	40	"-"	1	100	"-"	1	67	33	"-"	1	99	1
"XRN2"	"NUCLEUS"	"Nucleus;Nucleoli"	NA	"Supportive"	"aggresome; membrane; nucleolus; nucleus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849}"	"overlaps 3"	228	"NUCLEUS"	1	"XRN2"	"-"	56	4	8	1	6	8	10	24	30	56	"-"	8	92	"-"	4	69	27	"-"	2	98	1
"HNRNPC"	""	"Nucleus but not nucleoli"	NA	"Supportive"	"catalytic step 2 spliceosome; cytosol; extracellular vesicular exosome; membrane; nuclear chromatin; nucleoplasm; nucleus; protein complex; spliceosomal complex"	" Nucleus Note=Component of ribonucleosomes"	"overlaps 3"	25	"NUCLEUS"	1	"HNRNPC"	"-"	24	1	1	1	1	1	4	4	6	158	"-"	1	100	"-"	4	95	1	"-"	12	88	1
"HNRNPL"	""	NA	NA	NA	"cytoplasm; extracellular vesicular exosome; membrane; nucleoplasm; nucleus; pronucleus; ribonucleoprotein complex"	" Nucleus nucleoplasm {ECO:0000269|PubMed:17289661} Cytoplasm {ECO:0000269|PubMed:17289661} Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs"	"overlaps 3"	25	"NUCLEUS"	1	"HNRNPL"	"-"	26	1	1	1	1	1	6	10	22	132	"-"	4	96	"-"	3	97	1	"-"	12	87	1
"IMP4"	"NUCLEUS"	NA	NA	NA	"nucleolus; ribonucleoprotein complex"	" Nucleus nucleolus {ECO:0000269|PubMed:12655004 ECO:0000269|PubMed:16533400}"	"overlaps 3"	25	"NUCLEUS"	1	"IMP4"	"-"	24	1	4	1	1	4	12	44	46	62	"-"	1	100	"-"	1	100	1	"-"	13	87	1
"NOL8"	"NUCLEUS"	"Nucleoli"	"Nucleus"	"Supportive"	"cytoplasm; nucleolus; nucleus"	" Nucleus nucleolus {ECO:0000269|PubMed:15132771 ECO:0000269|PubMed:16963496} Note=Localizes in the nucleolar-organizing region during ribosome biogenesis"	"overlaps 3"	25	"NUCLEUS"	1	"NOL8"	"-"	38	1	6	1	4	4	10	26	32	76	"-"	1	100	"-"	1	100	1	"-"	11	89	1
"NOP16"	"NUCLEUS"	"Nucleoli"	NA	"Supportive"	"intracellular membrane-bounded organelle; nucleolus; nucleus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849}"	"overlaps 3"	25	"NUCLEUS"	1	"NOP16"	"-"	40	4	6	1	4	8	8	14	46	70	"-"	1	100	"-"	1	99	1	"-"	11	89	1
